origin_country,predicted_label,publish_date
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,1,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,1,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,1,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,1,2022-08
USA,1,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,1,2022-08
USA,2,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,2,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,1,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,1,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,1,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,1,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,2,2022-08
USA,0,2022-08
USA,2,2022-08
USA,2,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
USA,0,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,1,2022-08
China,0,2022-08
China,1,2022-08
China,2,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,1,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,1,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,2,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
China,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,2,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,2,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,2,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,2,2022-08
Japan,1,2022-08
Japan,1,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,2,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,1,2022-08
Japan,1,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,1,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,0,2022-08
Japan,2,2022-08
Germany,1,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,1,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,1,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,1,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,1,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,1,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,1,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,1,2022-08
Germany,1,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,1,2022-08
Germany,1,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,1,2022-08
Germany,1,2022-08
Germany,1,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,2,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,1,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,1,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,2,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
Germany,0,2022-08
